text,intent,encoded_intent
want flight continental boston san francisco,atis_flight,4
like go boston san francisco stopping pittsburgh,atis_flight,4
find earliest breakfast flight boston oakland,atis_flight,4
total schedule delta flights airports,atis_flight_time,5
cheapest flight flying boston atlanta,atis_flight,4
show earliest flight thursday atlanta washington,atis_flight,4
expensive flight dallas baltimore,atis_flight,4
flight pittsburgh baltimore arrives pm,atis_flight,4
earliest flight boston washington,atis_flight,4
coach fares flights charlotte newark tuesday evening,atis_airfare,2
cheapest flight atlanta baltimore,atis_flight,4
give flights arrive baltimore atlanta,atis_flight,4
flight dallas oakland california monday,atis_flight,4
would like flight baltimore san francisco twa stop denver,atis_flight,4
would like cheapest one way fare dallas denver,atis_airfare,2
list flights san jose houston,atis_flight,4
flights kansas city denver,atis_flight,4
show fares dallas baltimore cost less dollars,atis_airfare,2
much flight ua boston denver cost,atis_airfare,2
show flights atlanta baltimore,atis_flight,4
lax stand,atis_abbreviation,0
list flights san jose houston next sunday,atis_flight,4
show least expensive flight miami new york sunday first class fare,atis_flight,4
ground transportation las vegas,atis_ground_service,6
want fly boston san francisco,atis_flight,4
show flights san francisco denver,atis_flight,4
earliest flight boston denver,atis_flight,4
would like early morning flight chicago seattle continental airlines,atis_flight,4
give flight tampa charlotte sunday,atis_flight,4
nw stand,atis_abbreviation,0
show flights boston pittsburgh wednesday thursday,atis_flight,4
need fly pittsburgh oakland depart afternoon,atis_flight,4
want flight atlanta washington leaves pm,atis_flight,4
need information flights leaving dallas arriving boston leaving dallas early morning,atis_flight,4
list flights oakland san francisco,atis_flight,4
show one way flights detroit westchester county,atis_flight,4
flight petersburg charlotte,atis_flight,4
show flights arrive philadelphia baltimore denver pittsburgh,atis_flight,4
need information ground transportation airport atlanta,atis_ground_service,6
show flights anywhere philadelphia arriving,atis_flight,4
show flights boston philadelphia,atis_flight,4
would like time earliest flight washington philadelphia,atis_flight_time,5
flights oakland san francisco january twenty first,atis_flight,4
cheapest one way flights atlanta pittsburgh,atis_flight,4
show flights arrive baltimore evening,atis_flight,4
flights boston denver tuesday october fifteenth,atis_flight,4
fare code mean,atis_abbreviation,0
want fly boston san francisco,atis_flight,4
would like nonstop flight new york las vegas march second,atis_flight,4
need flight newark los angeles leaving tomorrow evening,atis_flight,4
like fly round trip boston pittsburgh,atis_flight,4
show flights go baltimore seattle,atis_flight,4
like first flight morning boston washington,atis_flight,4
airline nw,atis_airline,3
dl,atis_abbreviation,0
show flights atlanta denver leave pm day tomorrow,atis_flight,4
show price flight washington atlanta thursday morning,atis_airfare,2
please show return flights miami new york,atis_flight,4
first flight arriving montreal toronto friday,atis_flight,4
least expensive one way fare philadelphia boston,atis_airfare,2
flights baltimore dallas sunday night,atis_flight,4
may listing flights minneapolis long beach california tuesday,atis_flight,4
flights paul kansas city friday lunch served,atis_flight,4
would like fly san francisco washington dc,atis_flight,4
need flight long beach louis stopping dallas flight also serve lunch,atis_flight,4
fare atlanta boston coach one way,atis_airfare,2
show flights san francisco boston philadelphia baltimore,atis_flight,4
flights leaving baltimore dallas monday afternoon economic class,atis_flight,4
list flights atlanta boston wednesday afternoon thursday morning,atis_flight,4
smallest aircraft available fly pittsburgh baltimore,atis_aircraft,1
airline ea,atis_airline,3
last flight dallas boston evening,atis_flight,4
would like information flight washington san francisco stopover dallas,atis_flight,4
fare code f,atis_abbreviation,0
show flights arriving love field airports,atis_flight,4
need flight logan atlanta afternoon,atis_flight,4
flights go oakland philadelphia friday,atis_flight,4
tell flights leaving atlanta going charlotte north carolina next monday need know flights arrive charlotte pm,atis_flight,4
like fly boston san francisco,atis_flight,4
flights atlanta toronto,atis_flight,4
like go boston san francisco stop dallas,atis_flight,4
show flights san diego miami stop denver,atis_flight,4
flying boston bay area,atis_flight,4
afternoon flight charlotte minneapolis around pm,atis_flight,4
show continental flights leaving chicago early saturday morning,atis_flight,4
earliest flight logan bwi,atis_flight,4
ground transportation airport baltimore,atis_ground_service,6
show flights pittsburgh san francisco,atis_flight,4
information flights denver philadelphia,atis_flight,4
earliest american airlines flight leaving philadelphia dallas,atis_flight,4
airline early afternoon flight boston pittsburgh,atis_airline,3
display flights dallas boston july thirtieth,atis_flight,4
list nonstop flights houston dallas arrive pm,atis_flight,4
need go san diego toronto want stopover denver,atis_flight,4
show morning flights boston philadelphia,atis_flight,4
early flight wednesday morning baltimore newark,atis_flight,4
flights memphis las vegas,atis_flight,4
flights washington toronto,atis_flight,4
find flight charlotte las vegas stop louis serve dinner want find airline flight,atis_flight,4
earliest flight san jose houston,atis_flight,4
much flight dl denver philadelphia cost,atis_airfare,2
last flight day leave baltimore boston,atis_flight,4
show airlines flights pittsburgh boston please,atis_airline,3
first class detroit petersburg,atis_flight,4
want go san francisco denver,atis_flight,4
find earliest flight boston san francisco serves meal,atis_flight,4
find travel arrangements round trip flight dallas pittsburgh,atis_flight,4
show flights milwaukee orlando wednesday night thursday morning,atis_flight,4
dl stand delta,atis_abbreviation,0
list flights leaving denver continental sunday,atis_flight,4
listing first class flights washington san francisco,atis_flight,4
give nonstop flights new york city las vegas,atis_flight,4
like book flight denver pittsburgh like go eastern airlines,atis_flight,4
show flights friday newark tampa,atis_flight,4
flights pittsburgh baltimore pm,atis_flight,4
schedule flights boston denver next monday,atis_flight_time,5
show direct flights san francisco boston departing noon,atis_flight,4
show cheapest flight june fourteenth arriving baltimore starting dallas,atis_flight,4
need flight san francisco boston leaves,atis_flight,4
philadelphia toronto,atis_flight,4
cheapest fare washington san francisco,atis_airfare,2
flights new york city las vegas,atis_flight,4
first flight boston atlanta,atis_flight,4
please give flight schedules baltimore philadelphia,atis_flight,4
flights kansas city denver morning,atis_flight,4
ground transportation boston airport boston downtown,atis_ground_service,6
los angeles phoenix friday,atis_flight,4
dallas oakland monday,atis_flight,4
flights boston washington dc november eleventh,atis_flight,4
could please find nonstop flight atlanta baltimore boeing arriving pm,atis_flight,4
flights available morning boston denver,atis_flight,4
ground transportation dallas boston,atis_ground_service,6
flights available atlanta oakland one way economy fares,atis_flight,4
flight atlanta boston stop washington,atis_flight,4
live denver like make trip atlanta,atis_flight,4
show united flights denver baltimore,atis_flight,4
list flights new york miami tuesday nonstop cost less dollars,atis_flight,4
would like fly denver boston,atis_flight,4
flights leaving denver arriving san francisco,atis_flight,4
airlines fly philadelphia san francisco,atis_airline,3
would like flight continental airlines august twentieth washington pittsburgh,atis_flight,4
show dinner flights baltimore oakland,atis_flight,4
show last flight wednesday atlanta denver,atis_flight,4
would like make round trip washington san francisco,atis_flight,4
much cheapest flight denver pittsburgh stop atlanta,atis_airfare,2
ord mean,atis_abbreviation,0
connecting flights chicago seattle june first,atis_flight,4
april twenty seventh denver washington,atis_flight,4
flights go boston dallas,atis_flight,4
sa,atis_abbreviation,0
show fares available oakland dallas december sixteenth one way,atis_airfare,2
show round trip tickets baltimore atlanta,atis_airfare,2
please show flights denver baltimore pm,atis_flight,4
need late flight san francisco boston wednesday,atis_flight,4
like go boston san francisco,atis_flight,4
need flight baltimore dallas tomorrow morning,atis_flight,4
cheapest nonstop flights new york miami one way,atis_flight,4
list flights orlando kansas city minneapolis,atis_flight,4
new york need rent car,atis_ground_service,6
like know earliest flight boston atlanta,atis_flight,4
could tell earliest flight goes atlanta denver serves meal,atis_flight,4
show flights san francisco boston,atis_flight,4
flights pittsburgh denver,atis_flight,4
show flights pittsburgh baltimore thursday,atis_flight,4
